date,forward,nabil,market
11/9/2020,1.29093199,-0.802752294,0.256584455
11/10/2020,2.113770594,1.445086705,1.571868515
11/11/2020,0.152207002,0.740740741,1.720882302
11/12/2020,2.492401216,0.339366516,0.63360817
11/18/2020,1.72004745,1.07102593,1.356415479
11/19/2020,4.664723032,3.346346905,2.085187248
11/22/2020,2.534818942,2.806260119,0.263197854
11/23/2020,-2.988318392,3.044619423,-0.13349712
11/24/2020,0.336040325,-0.152827305,1.667013025
11/25/2020,6.837845381,2.040816327,3.574920861
11/26/2020,4.179728318,9.55,0.983027704
11/29/2020,-1.805416249,6.846188955,3.962498349
11/30/2020,1.149131767,2.263989748,1.462705828
12/1/2020,-0.27770765,-4.761904762,0.167245851
12/2/2020,4.936708861,-1.622807018,3.530793841
12/3/2020,2.895054282,2.630405707,-0.751799829
12/6/2020,-8.065650645,-3.431798436,-6.00108978
12/7/2020,-3.417495537,-0.854700855,3.740987832
12/8/2020,6.363876419,3.31215971,-0.451010033
12/9/2020,-2.68123138,-2.064119455,-1.984614228
12/10/2020,-0.331632653,-0.403587444,0.422855682
12/13/2020,1.612490402,0.360198109,2.36402888
12/14/2020,3.526448363,8.030506954,2.821258922
12/15/2020,7.104622871,3.612956811,-0.278158062
12/16/2020,3.362108133,-1.643286573,-0.300763551
12/17/2020,1.956043956,1.181744091,-1.104504627
12/20/2020,-5.410648847,-2.49697946,-4.766496763
12/21/2020,-4.375569736,-1.032631144,1.566406977
12/22/2020,4.623450906,10.43405676,4.855643045
12/23/2020,5.284738041,9.183673469,0.341512162
12/24/2020,0.843790567,2.215299412,-1.442135695
12/27/2020,-3.668740614,-4.131391805,-1.961120949
12/28/2020,0.690423163,-2.684563758,0.432792135
12/29/2020,1.305021013,0.907441016,0.278483535
12/30/2020,-0.218340611,-22.44604317,2.442756435
12/31/2020,1.553610503,3.432282004,1.223048796
1/3/2021,-0.861883215,-0.896860987,4.221762294
1/4/2021,1.695283634,1.266968326,-0.292360026
1/5/2021,-2.564650566,-1.117068811,-0.163205842
1/6/2021,0.679973678,-1.03931315,0.603555761
1/7/2021,3.594771242,-1.643835616,0.730754578
1/10/2021,-1.324921136,3.48189415,1.879252127
1/11/2021,-2.259164535,3.275011216,0.165494044
1/12/2021,-0.545137375,-3.084274544,1.26416097
1/13/2021,1.29357597,2.06185567,0.829460167
1/17/2021,1.926406926,-0.878348704,1.244669918
1/18/2021,2.059885326,1.683650864,0.747728951
1/19/2021,4.057428215,-0.130718954,-0.232386636
1/20/2021,5.038992202,-0.872600349,0.682023293
1/21/2021,7.595659623,-2.948943662,1.360355477
1/24/2021,1.592356688,1.950113379,2.114004649
1/25/2021,-1.410658307,2.980427046,0.661486943
1/26/2021,-1.731142908,1.900647948,-0.728835502
1/27/2021,-0.23368686,-1.992369648,0.774218044
1/28/2021,2.072072072,-0.043252595,-0.677764809
1/31/2021,-4.024713151,-3.375162267,-2.257452686
2/1/2021,0.790877322,-0.761307658,1.589926388
2/2/2021,5.98540146,1.985559567,2.719828589
2/3/2021,2.462121212,0.442477876,-0.27569591
2/4/2021,0.45370526,-0.396475771,0.338478751
2/7/2021,5.102040816,-1.10570544,1.968674124
2/8/2021,4.265478275,2.638640429,1.484944532
2/9/2021,-2.518699435,0.392156863,-1.058372503
2/10/2021,-4.71343564,1.605902778,0.341702277
2/11/2021,1.413311422,3.374626228,-0.633496262
2/14/2021,-1.717711878,0.909090909,-1.31899704
2/15/2021,3.116240725,4.75020475,3.706302961
2/16/2021,9.210105532,5.942142299,0.599378966
2/17/2021,-19.31185944,2.693726937,0.382085789
2/18/2021,-2.377064054,-0.71864894,0.966129928
2/21/2021,-2.973977695,0.25334781,0.139190194
2/22/2021,-1.800766284,-3.285198556,-1.237714697
2/23/2021,-3.160358954,-1.829040687,-0.811452369
2/24/2021,3.041901692,2.851711027,0.504540868
2/25/2021,-3.225806452,-0.517560074,-1.74721876
2/28/2021,-3.292929293,-2.935711631,-3.122381702
3/1/2021,-1.900981826,-1.45482389,1.642425002
3/2/2021,-0.553662692,-0.038850039,-2.37372914
3/3/2021,-3.511777302,-2.992615624,-1.601414067
3/4/2021,3.084775854,3.125,3.752881818
3/7/2021,1.82992465,0.077700078,-0.860899676
3/9/2021,-1.966173362,-0.465838509,-0.934368838
3/10/2021,-0.776364028,1.014040562,-0.137699644
3/14/2021,-0.021734406,-5.212355212,-2.083799405
3/15/2021,-4.043478261,-1.588594705,-0.750645963
3/16/2021,0.792931581,-1.90397351,0.107149285
3/17/2021,2.494942684,2.278481013,1.689139751
3/18/2021,3.662280702,2.887788779,1.765516107
3/21/2021,3.554051195,1.202886929,2.560714964
3/22/2021,3.370786517,0.356576862,-0.948602899
3/23/2021,-0.711462451,-2.329253849,0.579464602
3/24/2021,3.105095541,0.525464834,1.633082374
3/25/2021,2.277992278,-0.44229996,-0.82832087
3/29/2021,-0.151000378,-0.242326333,-0.213811853
3/30/2021,3.950850662,0,1.263996352
3/31/2021,5.528277869,2.955465587,1.683445472
4/1/2021,-1.79217646,2.162799843,0.491403306
4/4/2021,-2.579399895,1.616628176,0.976860823
4/5/2021,-0.666426513,-0.189393939,0.042895684
4/6/2021,0.63463282,-0.417457306,0.591255289
4/7/2021,2.27027027,0.762195122,-0.10656317
4/8/2021,3.594080338,0.416036309,0.102559496
4/12/2021,2.568027211,0.941619586,0.643144528
4/13/2021,0.812468911,-0.671641791,0.863068258
4/15/2021,-1.726973684,5.146506386,0.761384858
4/18/2021,-1.422594142,-3.536977492,-1.314221374
4/19/2021,-0.339558574,-1.666666667,-1.391734055
4/20/2021,-1.822827939,-0.225988701,0.100678453
4/21/2021,0.190872809,0.792751982,-1.216308517
4/22/2021,-0.069276065,-3.108614232,0.600256059
4/25/2021,-1.802426343,1.120989563,-2.862149312
4/26/2021,-2.841510766,-4.013761468,-2.550326177
4/27/2021,2.343324251,0,3.688632501
4/28/2021,-0.230741924,1.513341298,-0.530957108
4/29/2021,1.156377869,-0.666928207,0.999118084
5/2/2021,-0.070348224,1.105845182,2.068085986
5/3/2021,2.164730729,0.7421875,-0.463395507
5/4/2021,3.376399655,-0.34897247,0.072754414
5/5/2021,0.24995834,-0.583657588,-0.191736135
5/6/2021,-2.34375,-0.861056751,-0.470637077
5/9/2021,-1.531914894,-0.355309909,-0.703795414
5/10/2021,0.432152118,0.158478605,1.041789985
5/11/2021,1.549053356,0.079113924,1.03822968
5/12/2021,-0.745762712,0.158102767,0.020947735
5/13/2021,0.922131148,-0.157853197,0.37885021
5/16/2021,-0.406091371,1.383399209,2.022719737
5/17/2021,1.393136256,2.105263158,0.76397765
5/18/2021,-1.306970509,2.21458572,1.256876943
5/19/2021,1.748726655,-0.522973478,-0.468520706
5/20/2021,-0.800934423,-1.539616973,0.229429555
5/23/2021,-1.362489487,-1.296720061,1.177171273
5/24/2021,-0.238744884,3.825347759,0.108865248
5/25/2021,-0.957264957,-2.679568292,-0.230245796
5/27/2021,-4.107697618,-1.185468451,-0.041539887
5/30/2021,0.809935205,1.00619195,0.445052213
5/31/2021,-0.660596322,-0.61302682,-1.599756713
6/1/2021,0.287562904,-0.886661527,-0.414706633
6/2/2021,-1.05734767,1.944768573,2.020099959
6/3/2021,2.155406629,-1.716901946,1.045229614
6/6/2021,0.939716312,4.580745342,1.757634737
6/7/2021,-1.194449324,-1.336302895,-0.006536195
6/8/2021,-0.977777778,-1.128668172,1.838511026
6/9/2021,0.861759425,1.560121766,-0.458086442
6/10/2021,-2.456390174,-1.648557512,-0.06108777
6/13/2021,1.678832117,-0.495238095,1.301625249
6/14/2021,-1.704953338,0.727411945,1.432062512
6/15/2021,0.419937922,1.44431775,-0.122941474
6/16/2021,-0.127272727,-0.974147621,-1.734218807
6/17/2021,1.765883852,-1.059402194,-0.042765262
6/20/2021,-1.878354204,-0.497131931,-2.131766624
6/21/2021,-1.713764813,-0.538047656,-2.434986145
6/22/2021,-0.834724541,-0.309119011,2.80269968
6/23/2021,-0.299289188,2.713178295,-1.772912127
6/24/2021,-1.669793621,-2.641509434,-0.670465622
6/27/2021,0.286204923,-0.930232558,0.963067183
6/28/2021,0.95129376,2.9342723,0.178373595
6/29/2021,2.280437241,-0.988217408,-1.651538863
6/30/2021,-2.229592777,-2.226487524,-0.146039088
7/1/2021,1.130795326,2.002355713,0.677082596
7/4/2021,-0.447260529,0.115473441,-0.298276469
7/5/2021,-1.254211906,2.076124567,-0.415590647
7/6/2021,2.900473934,-3.427495292,-0.164025025
7/7/2021,-0.497420781,1.638065523,-0.602531484
7/8/2021,-0.9072394,1.573292402,0.848586106
7/11/2021,1.382660688,0.868908198,2.652129279
7/12/2021,2.377441946,2.02247191,-1.553544703
7/13/2021,-0.450045005,-3.450807636,0.569923321
7/14/2021,-0.34358047,2.205323194,0.03517889
7/15/2021,0.435492651,0.818452381,0.394491739
7/18/2021,1.445347787,3.616236162,3.372084151
7/19/2021,2.226179875,4.807692308,0.468696005
7/20/2021,-2.87456446,-0.78151546,-0.300876918
7/22/2021,0.394618834,-0.273972603,0.62802078
7/25/2021,1.03626943,1.991758242,1.808063056
7/26/2021,1.856763926,0.841750842,-0.268419951
7/27/2021,-3.173611111,-2.070116861,0.958553384
7/28/2021,1.215663774,1.602454824,0.496157056
7/29/2021,1.525243578,-0.5,-0.488537779
8/1/2021,1.620980266,-0.155138107,0.039937269
8/2/2021,0.240384615,0.472893092,0.130150013
8/3/2021,1.486810552,0.353000504,0.843416843
8/4/2021,3.294625979,0.100502513,0.387645488
8/5/2021,4.346405229,-0.230923695,-0.502697597
8/8/2021,-2.521139994,0.332092181,0.021882894
8/9/2021,-2.104417671,-0.066867268,0.049547477
8/10/2021,-0.557925829,0.769488123,1.665128454
8/11/2021,-0.478547855,1.334661355,0.036375714
8/12/2021,-1.72442381,-1.097568967,0.518560678
8/15/2021,3.829930825,-0.619471958,-0.785467128
8/16/2021,0.974975626,1.966666667,0.191183977
8/17/2021,0.418410042,-1.699901929,0.008227692
8/18/2021,-1.025641026,-0.565347522,1.211269745
8/19/2021,-0.145725389,-0.133779264,-0.556806103
8/24/2021,-0.032430679,-0.334896182,-1.758053817
8/25/2021,-2.514193025,-1.646505376,-1.549504459
8/26/2021,-0.332778702,-0.201571575,0.572087959
8/29/2021,-1.619365609,-1.338536853,-1.589502432
8/31/2021,-1.900559986,-1.630811936,-2.267091863
9/1/2021,-0.726517903,0.670194004,0.038308511
9/2/2021,-1.010629029,0,-1.682577646
9/5/2021,-1.760253477,-2.172389629,-3.695389987
9/6/2021,1.46927074,1.181948424,5.749397778
9/7/2021,0.671022426,2.265486726,-1.482157415
9/8/2021,-2.213646729,-1.903772932,-2.043853287
9/9/2021,0.093276889,-0.14114326,-0.021205664
9/12/2021,0.017921147,0.954063604,2.484022837
9/13/2021,1.232753987,2.275113756,0.009499834
9/14/2021,-0.385854367,-0.136892539,-0.624554738
9/15/2021,-1.261549396,-0.274160384,-1.374394478
9/16/2021,-1.493611661,-2.130584192,-2.652793498
9/20/2021,-2.301790281,-0.983146067,-4.058469842
9/21/2021,-1.007853403,-2.127659574,0.512183823
9/22/2021,2.510341701,2.355072464,3.867156821
9/23/2021,0.064492353,2.123893805,0.09620334
9/26/2021,-1.02200534,0.242634315,-2.169765149
9/27/2021,-2.182325581,-1.867219917,-2.648560077
9/28/2021,-1.515871959,-1.515151515,-2.607413366
9/29/2021,-2.508690614,0.143112701,1.932400398
9/30/2021,1.045938076,0.750267953,-1.219832404
10/3/2021,-0.605775451,0.102836879,-2.123474417
10/4/2021,0.374753452,-1.62598746,-0.259553831
10/5/2021,3.458439772,0.972272236,1.627502616
10/6/2021,5.868945869,2.104136947,2.620328019
10/10/2021,5.09508432,3.47886832,-0.691131658
10/11/2021,-3.943325367,-0.664956457,-0.871335321
10/17/2021,1.29731651,0.988820551,0.666444392
10/18/2021,-2.168421053,-1.413189771,-2.6165143
10/19/2021,-4.956602826,-2.044368601,-2.965081451
10/20/2021,2.528301887,1.355353472,2.426784242
10/21/2021,-0.531836584,0.618769337,-0.571615221
10/24/2021,0.238663484,0.478305432,1.078233527
10/25/2021,2.528608343,1.006460388,3.394040696
10/26/2021,1.818181818,3.54810476,2.949574329
10/27/2021,0.602899576,3.348504551,0.656471846
10/28/2021,0.876961741,1.100975149,0.470906025
10/31/2021,3.050522648,-0.345364032,1.993048592
11/1/2021,0.590015384,-0.9959724,-0.625524207
11/2/2021,-1.361344538,2.302112898,0.842237408
11/3/2021,0.494121656,4.195437731,0.183568831
11/8/2021,0.1017294,-3.405224697,-0.673607503
11/9/2021,-0.828252033,-2.45941807,-2.819783365
11/11/2021,-3.077658793,-2.031588533,-2.166292102
11/14/2021,-0.262559693,-0.16025641,-0.050923878
11/15/2021,-1.978798587,0.032102729,0.982922512
11/16/2021,-0.144196107,-0.157252888,2.549579244
11/17/2021,2.364620939,0.221786506,0.608350272
11/18/2021,1.869158879,0.484284798,-1.156158086
11/21/2021,2.821533668,-0.96070984,-0.418904132
11/22/2021,-0.101010101,-0.261037705,0.286850914
11/23/2021,-1.415571284,-0.41681476,-1.167987734
11/24/2021,-0.290598291,-0.162232317,0.068419474
11/25/2021,0.634321961,0.2599935,-0.118098288
11/28/2021,-2.69165247,-0.875202593,-2.939109299
11/29/2021,-1.943277311,-0.654022237,-0.810110542
11/30/2021,-1.80324942,0.51678736,-0.062357177
12/1/2021,1.745454545,0.150636932,0.201265423
12/2/2021,-1.572551823,-0.631069548,-1.862427193
12/5/2021,-1.964415396,-1.776900296,-2.736969988
12/6/2021,-1.607466943,-2.512562814,1.281689188
12/7/2021,1.449275362,2.714776632,-1.460278309
12/8/2021,0.996289425,-1.973904316,-2.116058368
12/9/2021,-3.007145875,-1.262798635,-0.238209641
12/12/2021,-2.632575758,-0.674040788,-3.620452495
12/13/2021,-4.668352461,-3.079867757,-3.371067265
12/14/2021,2.550499898,1.97486535,6.012262948
12/15/2021,1.850378034,2.535211268,-0.174876491
12/16/2021,-2.422348115,-1.06456044,-1.568362724
12/20/2021,-1.921921922,-1.010065949,-0.754391501
12/21/2021,2.945499081,0.827518496,2.405016067
12/22/2021,2.512243967,2.486524083,3.81486618
12/23/2021,1.237911025,0.7804547,0.499661044
12/26/2021,3.17539167,3.595959596,2.824742186
12/27/2021,1.811044035,-1.358554342,-2.692346281
12/28/2021,-2.473626773,-1.838550247,-0.105486487
12/29/2021,-0.242446848,-0.980128894,0.218738463
1/2/2022,-23.9110114,-24.15254237,2.392949099
1/3/2022,1.769041769,2.659217877,1.239114708
1/4/2022,-0.142443264,-1.776229865,2.407773965
1/5/2022,1.399869442,-0.363442957,-1.147409467
1/6/2022,-2.241297091,-1.129893238,1.633323267
1/9/2022,1.924390244,0.737874561,2.711265121
1/10/2022,0.337409366,-0.580616347,0.70440106
1/11/2022,1.526353446,-0.157232704,1.765920394
1/12/2022,1.456424712,0.202474691,-1.076520837
1/13/2022,-0.439916647,-0.493938033,1.930718143
1/16/2022,3.76744186,1.850180505,2.414136996
1/17/2022,-0.224114747,2.747009304,0.705221509
1/18/2022,-0.381850854,3.018542475,-0.363712857
1/19/2022,-0.180383315,-0.246965257,-1.305905348
1/20/2022,-0.45177321,-1.724644371,1.136869417
1/23/2022,1.08917631,-0.384286934,-0.366736489
1/24/2022,-2.828282828,-1.843120446,-3.427483556
1/25/2022,-0.785400785,-1.528384279,-0.189688733
1/26/2022,-0.628637951,-0.22616408,-1.364446939
1/27/2022,-0.84348641,-0.217787457,0.119928691
1/30/2022,3.922495274,0.93986637,3.796789905
1/31/2022,4.60209186,0.348616566,-0.467158546
2/1/2022,9.983914442,-1.09058927,0.671297505
2/3/2022,-0.290531059,0.680241864,-0.504612064
2/6/2022,-2.081268583,-1.148156326,-1.410276911
2/7/2022,-0.222672065,-0.915791825,0.553916021
2/8/2022,-0.365185636,0.766456267,-0.5715528
2/9/2022,-1.445734066,-1.208053691,-0.779734657
2/10/2022,-1.363636364,-0.543478261,-0.423320668
2/13/2022,-3.204859656,-1.4571949,-3.593355131
2/14/2022,-0.519368102,-0.970425139,0.003332235
2/15/2022,1.696758756,0.377974802,1.973357818
2/16/2022,1.604278075,0.70661522,-0.720333445
2/17/2022,-0.149473684,-0.106171814,-0.070581179
2/20/2022,-2.232811149,-2.033271719,-1.442263706
2/21/2022,0.752641794,0.754716981,0.943522335
2/22/2022,0.697788908,0.608614232,0.640792199
2/23/2022,-0.520777979,0.046533271,-0.566534963
2/24/2022,-2.032051282,-1.627906977,-2.1684072
2/27/2022,-0.957490894,-1.134751773,-0.290820007
2/28/2022,-0.682669016,0.239120038,-1.624901082
3/2/2022,-1.729490022,-2.290076336,-2.433941883
3/6/2022,-0.27301444,-2.055664063,-0.143303599
3/7/2022,0.524898753,0.304102896,0.06054911
3/9/2022,-0.81249578,0.69582505,-1.192567183
3/10/2022,0.022691173,-0.952615992,2.080665558
3/13/2022,3.516333938,5.347087258,3.937434259
3/14/2022,1.249178172,3.192999054,0.005247435
3/15/2022,-0.322510823,-0.297960119,-0.6424023
